Local Authority Reference,Works Type,Casualty Class,Casualty Severity,FULLNAME,WORKTYPE_DESCRIPTION,Direction,CountyCode,DistrictNumber
LA00420051,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00431333,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00437556,MINOR,Driver,Slight,,,,,
LA00431625,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00436190,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00435662,MAJOR,Driver,Slight,,,,,
LA00428623,MAJOR,Driver,Slight,,,,,
LA00437404,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00433403,MAJOR,Pedestrian,Slight,,,,,
LA00426656,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00437619,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00435301,MINOR,Passenger,Slight,,,,,
LA00395748,MAJOR,Driver,Slight,,,,,
LA00436017,STANDARD,Passenger,Slight,,,,,
LA00435862,MAJOR,Passenger,Slight,,,,,
LA00434537,MAJOR,Passenger,Slight,,,,,
LA00434893,STANDARD,Passenger,Slight,,,,,
LA00432042,MAJOR,Passenger,Slight,,,,,
LA00435440,MAJOR,Driver,Slight,,,,,
LA00425250,MAJOR,Driver,Slight,,,,,
LA00434610,MAJOR,Driver,Slight,,,,,
LA00435413,MAJOR,Passenger,Slight,,,,,
LA00424590,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00436507,STANDARD,Driver,Slight,,,,,
LA00436311,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00432326,MAJOR,Driver,Slight,,,,,
LA00436290,STANDARD,Driver,Slight,,,,,
LA00339259,HIGHWAYS ACT PERMITS,Driver,Serious,,,,,
LA00389943,HIGHWAYS ACT PERMITS,Pedestrian,Serious,,,,,
LA00429336,HIGHWAYS ACT PERMITS,Pedestrian,Serious,,,,,
LA00429092,MAJOR,Driver,Slight,,,,,
LA00437809,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00434855,MAJOR,Passenger,Slight,,,,,
LA00436071,MAJOR,Driver,Slight,,,,,
LA00437402,MINOR,Driver,Fatal,,,,,
LA00435487,STANDARD,Pedestrian,Slight,,,,,
LA00434905,MAJOR,Driver,Slight,,,,,
LA00435228,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00431398,STANDARD,Driver,Slight,,,,,
LA00388836,MAJOR,Passenger,Slight,,,,,
LA00402659,MAJOR,Driver,Slight,,,,,
LA00420437,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00434327,MAJOR,Passenger,Slight,,,,,
LA00433818,MAJOR,Driver,Slight,,,,,
LA00429063,STANDARD,Passenger,Slight,,,,,
LA00433465,HIGHWAYS ACT PERMITS,Pedestrian,Slight,,,,,
LA00436496,STANDARD,Pedestrian,Slight,,,,,
LA00375749,HIGHWAYS ACT PERMITS,Pedestrian,Slight,,,,,
LA00432537,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00433687,MAJOR,Driver,Slight,,,,,
LA00433785,MAJOR,Pedestrian,Slight,,,,,
LA00427403,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00437396,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00433401,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00433548,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00435432,MAJOR,Driver,Slight,,,,,
LA00435437,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00434538,MAJOR,Driver,Slight,,,,,
LA00434401,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00429926,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00433683,MAJOR,Passenger,Slight,,,,,
LA00431931,MINOR,Driver,Slight,,,,,
LA00437561,STANDARD,Passenger,Slight,,,,,
LA00432753,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00426421,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00433516,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00428458,STANDARD,Passenger,Slight,,,,,
LA00436843,MAJOR,Driver,Slight,,,,,
LA00435435,HIGHWAYS ACT PERMITS,Pedestrian,Serious,,,,,
LA00422653,MAJOR,Pedestrian,Slight,,,,,
LA00436297,STANDARD,Passenger,Slight,,,,,
LA00411091,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00437502,MINOR,Driver,Slight,,,,,
LA00435201,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00436015,MAJOR,Passenger,Slight,,,,,
LA00436292,STANDARD,Pedestrian,Slight,,,,,
LA00430443,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00431806,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00431235,MAJOR,Driver,Slight,,,,,
LA00434101,MAJOR,Passenger,Slight,,,,,
LA00435418,HIGHWAYS ACT PERMITS,Pedestrian,Slight,,,,,
LA00432746,MAJOR,Pedestrian,Slight,,,,,
LA00436689,MINOR,Driver,Slight,,,,,
LA00385061,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00436070,MINOR,Driver,Slight,,,,,
LA00416514,MAJOR,Driver,Slight,,,,,
LA00434857,MAJOR,Driver,Slight,,,,,
LA00433614,MINOR,Driver,Slight,,,,,
LA00434554,MAJOR,Driver,Slight,,,,,
LA00436422,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00432751,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00329311,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00433773,MINOR,Pedestrian,Slight,,,,,
LA00429832,MAJOR,Driver,Slight,,,,,
LA00432533,STANDARD,Passenger,Slight,,,,,
LA00437637,MINOR,Passenger,Slight,,,,,
LA00436634,MAJOR,Driver,Slight,,,,,
LA00433041,MAJOR,Driver,Slight,,,,,
LA00434532,MAJOR,Pedestrian,Slight,,,,,
LA00435436,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00437741,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00416515,MAJOR,Driver,Slight,,,,,
LA00428952,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00436708,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00431204,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00437736,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00433767,MINOR,Driver,Slight,,,,,
LA00428120,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00437621,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00429059,STANDARD,Driver,Slight,,,,,
LA00437336,STANDARD,Passenger,Slight,,,,,
LA00436690,STANDARD,Driver,Serious,,,,,
LA00425666,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00436277,MAJOR,Driver,Slight,,,,,
LA00435162,STANDARD,Pedestrian,Slight,,,,,
LA00429841,MAJOR,Driver,Serious,,,,,
LA00404095,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00378642,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00424626,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00435460,MAJOR,Passenger,Slight,,,,,
LA00399493,MAJOR,Driver,Slight,,,,,
LA00436615,STANDARD,Driver,Fatal,,,,,
LA00434960,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00432745,MAJOR,Driver,Slight,,,,,
LA00434856,MAJOR,Driver,Serious,,,,,
LA00436363,ROAD RESTRICTION,Pedestrian,Slight,,,,,
LA00422249,HIGHWAYS ACT PERMITS,Pedestrian,Slight,,,,,
LA00436809,MINOR,Driver,Slight,,,,,
LA00435767,MAJOR,Driver,Slight,,,,,
LA00331276,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00437462,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00435433,MAJOR,Driver,Slight,,,,,
LA00435429,MINOR,Driver,Slight,,,,,
LA00434119,MAJOR,Driver,Slight,,,,,
LA00432627,MAJOR,Driver,Slight,,,,,
LA00437057,MINOR,Passenger,Serious,,,,,
LA00434493,MAJOR,Passenger,Slight,,,,,
LA00415556,MAJOR,Driver,Slight,,,,,
LA00429798,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00437094,MAJOR,Passenger,Slight,,,,,
LA00429827,MAJOR,Driver,Slight,,,,,
LA00429840,MAJOR,Pedestrian,Slight,,,,,
LA00435843,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00424031,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00436140,ROAD RESTRICTION,Pedestrian,Slight,,,,,
LA00339267,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00434547,MINOR,Passenger,Slight,,,,,
LA00437072,MAJOR,Driver,Serious,,,,,
LA00435671,MAJOR,Passenger,Slight,,,,,
LA00398960,MAJOR,Driver,Slight,,,,,
LA00428835,ROAD RESTRICTION,Passenger,Slight,,,,,
LA00434553,MAJOR,Pedestrian,Serious,,,,,
LA00435438,HIGHWAYS ACT PERMITS,Pedestrian,Slight,,,,,
LA00434478,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00434414,HIGHWAYS ACT PERMITS,Driver,Serious,,,,,
LA00433527,STANDARD,Pedestrian,Serious,,,,,
LA00424587,MINOR,Pedestrian,Slight,,,,,
LA00381735,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00437739,MINOR,Driver,Slight,,,,,
LA00435253,MAJOR,Passenger,Slight,,,,,
LA00435581,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00437740,STANDARD,Passenger,Slight,,,,,
LA00435801,STANDARD,Pedestrian,Slight,,,,,
LA00437731,MINOR,Driver,Slight,,,,,
LA00436412,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00437559,MINOR,Passenger,Slight,,,,,
LA00434500,MAJOR,Passenger,Slight,,,,,
LA00346128,HIGHWAYS ACT PERMITS,Pedestrian,Serious,,,,,
LA00435420,MAJOR,Driver,Slight,,,,,
LA00435680,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00398046,HIGHWAYS ACT PERMITS,Driver,Serious,,,,,
LA00435673,MINOR,Passenger,Slight,,,,,
LA00435663,MAJOR,Passenger,Slight,,,,,
LA00428088,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00436680,MAJOR,Passenger,Slight,,,,,
LA00428119,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00414143,HIGHWAYS ACT PERMITS,Driver,Slight,,,,,
LA00437533,MINOR,Driver,Slight,,,,,
LA00408214,MAJOR,Driver,Serious,,,,,
LA00432199,MAJOR,Driver,Slight,,,,,
LA00432156,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00437742,STANDARD,Passenger,Slight,,,,,
LA00427686,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
LA00434087,HIGHWAYS ACT PERMITS,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Fatal,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Fatal,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Fatal,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Fatal,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Fatal,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Fatal,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Serious,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
