Type,Severity,Accident Ref No.,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
,,10AA0004243,Passenger,Slight,Male,21
,,10AA0004243,Passenger,Slight,Male,21
,,10BA0004217,Driver,Slight,Male,67
,,10BA0004341,Driver,Slight,Male,27
,,10BA0004373,Driver,Slight,Male,58
,,10CA0004263,Driver,Serious,Male,47
,,10CA0004279,Driver,Slight,Male,26
,,10CA0004279,Passenger,Slight,Male,38
,,10CA0004279,Passenger,Slight,Male,21
,,10AA0005475,Passenger,Slight,Male,65
,,10BA0004339,Pedestrian,Slight,Male,12
,,10BA0004365,Driver,Slight,Female,24
,,10BA0004371,Driver,Slight,Female,33
,,10BA0004371,Passenger,Slight,Female,14
,,10BA0004371,Passenger,Slight,Male,10
,,10CA0004317,Pedestrian,Serious,Female,82
,,10CA0004388,Pedestrian,Slight,Male,25
,,10BA0241025,Driver,Fatal,Male,37
,,10CA0004260,Pedestrian,Slight,Male,20
,,10CA0004285,Driver,Slight,Female,31
,,10MU0004310,Driver,Slight,Male,50
,,10MU0004310,Passenger,Slight,Male,21
,,10MU0004323,Driver,Slight,Male,29
,,10MU0004418,Driver,Slight,Male,47
,,10AA0004343,Driver,Slight,Male,43
,,10AA0004364,Passenger,Slight,Male,58
,,10AA0004382,Driver,Slight,Female,81
,,10AA0004382,Driver,Slight,Male,38
,,10CA0004270,Passenger,Serious,Male,35
,,10CA0004301,Driver,Slight,Male,19
,,10AA0004374,Pedestrian,Serious,Male,12
,,10AA0004424,Pedestrian,Slight,Female,30
,,10AA0004443,Driver,Slight,Female,38
,,10AA0004443,Driver,Slight,Male,25
,,10BA0004503,Driver,Serious,Male,57
,,10BA0004503,Driver,Serious,Female,38
,,10CA0004331,Passenger,Slight,Male,6
,,10CA0004447,Pedestrian,Slight,Female,30
,,10AA0004344,Driver,Serious,Male,30
,,10BA0004410,Driver,Slight,Male,40
,,10BA0006990,Passenger,Slight,Male,44
,,10AA0004423,Driver,Slight,Male,18
,,10AA0004423,Driver,Slight,Female,43
,,10AA0004423,Passenger,Slight,Male,19
,,10AA0004423,Passenger,Slight,Male,12
,,10AA0004446,Driver,Slight,Female,41
,,10AA0004446,Driver,Slight,Male,40
,,10AA0004521,Driver,Slight,Male,13
,,10BA0004392,Passenger,Slight,Male,65
,,10BA0004396,Driver,Slight,Male,16
,,10BA0004396,Passenger,Slight,Male,16
,,10BA0004409,Driver,Slight,Male,27
,,10BA0004415,Driver,Serious,Male,42
,,10CA0004353,Passenger,Slight,Female,62
,,10CA0004381,Driver,Slight,Female,19
,,10CA0004391,Passenger,Slight,Male,23
,,10CA0004504,Driver,Slight,Male,24
,,10CA0004504,Driver,Slight,Male,59
,,10AA0004438,Passenger,Slight,Male,25
,,10AA0004945,Driver,Slight,Male,43
,,10BA0004416,Driver,Slight,Male,31
,,10BA0004489,Driver,Slight,Male,16
,,10CA0004485,Pedestrian,Slight,Male,62
,,10CA0004496,Driver,Slight,Male,22
,,10CA0004507,Driver,Slight,Male,35
,,10CA0004507,Pedestrian,Slight,Female,20
,,10BA0004478,Pedestrian,Slight,Male,14
,,10BA0004493,Driver,Slight,Male,12
,,10BA0004499,Driver,Slight,Male,18
,,10BA0004499,Driver,Slight,Male,61
,,10BA0004951,Driver,Slight,Female,66
,,10BA0004951,Passenger,Slight,Female,4
,,10BA0006989,Passenger,Slight,Female,83
,,10BA0006989,Passenger,Slight,Female,40
,,10CA0004487,Driver,Slight,Male,13
,,10CA0004487,Driver,Slight,Male,18
,,10MU0004501,Driver,Slight,Male,39
,,10MU0004502,Driver,Slight,Female,53
,,10AA0004482,Pedestrian,Slight,Male,31
,,10BA0004465,Passenger,Slight,Female,31
,,10BA0004465,Passenger,Slight,Female,26
,,10BA0006540,Driver,Serious,Male,21
,,10BA0006540,Driver,Slight,Male,27
,,10AA0004454,Driver,Slight,Male,31
,,10AA0004454,Driver,Slight,Female,41
,,10AA0004468,Driver,Slight,Male,43
,,10AA0004468,Passenger,Slight,Female,16
,,10AA0004582,Driver,Slight,Male,48
,,10MU0004529,Driver,Slight,Male,51
,,10AA0004527,Driver,Serious,Male,24
,,10AA0004527,Driver,Serious,Male,37
,,10AA0004527,Passenger,Serious,Female,24
,,10AA0004547,Driver,Slight,Male,31
,,10AA0004557,Driver,Slight,Female,32
,,10BA0004575,Driver,Slight,Male,39
,,10BA0004575,Driver,Slight,Male,23
,,10BA0004575,Passenger,Slight,Male,21
,,10BA0004594,Pedestrian,Serious,Female,68
,,10CA0004567,Pedestrian,Slight,Female,22
,,10MU0004600,Driver,Slight,Female,47
,,10MU0004600,Driver,Slight,Male,35
,,10BA0004578,Driver,Serious,Male,93
,,10BA0004578,Passenger,Slight,Female,84
,,10BA0004586,Passenger,Slight,Female,51
,,10BA0004638,Driver,Slight,Male,23
,,10BA0004729,Driver,Slight,Male,25
,,10CA0004616,Pedestrian,Serious,Male,9
,,10MU0004645,Driver,Slight,Female,29
,,10AA0004579,Driver,Slight,Female,33
,,10AA0004584,Driver,Slight,Male,24
,,10AA0004972,Driver,Slight,Female,22
,,10AA0004972,Driver,Serious,Male,37
,,10AA0004972,Passenger,Slight,Male,36
,,10BA0004593,Driver,Slight,Female,47
,,10CA0004581,Pedestrian,Slight,Female,8
,,10CA0004589,Passenger,Slight,Female,52
,,10CA0004607,Driver,Serious,Male,63
,,10CA0004756,Driver,Slight,Female,27
,,10MU0004723,Driver,Slight,Male,42
,,10MU0004723,Driver,Slight,Male,39
,,10MU0004723,Driver,Slight,Female,54
,,10MU0004723,Driver,Slight,Male,30
,,10MU0004723,Passenger,Serious,Male,29
,,10MU0004723,Passenger,Serious,Male,28
,,10AA0004642,Driver,Slight,Male,22
,,10AA0004662,Passenger,Slight,Female,22
,,10BA0004630,Passenger,Serious,Male,5
,,10BA0004693,Passenger,Slight,Female,20
,,10BA0004937,Driver,Slight,Male,17
,,10MU0004644,Driver,Slight,Female,26
,,10AA0004920,Driver,Slight,Female,26
,,10MU0004643,Passenger,Slight,Female,20
,,10MU0004643,Passenger,Serious,Male,22
,,10AA0004691,Driver,Slight,Male,24
,,10BA0004715,Pedestrian,Slight,Female,17
,,10CA0004637,Driver,Serious,Male,22
,,10CA0004637,Driver,Serious,Female,60
,,10MU0004779,Driver,Slight,Male,42
,,10AA0004722,Driver,Slight,Female,37
,,10AA0004722,Passenger,Slight,Female,12
,,10BA0004726,Driver,Slight,Female,28
,,10CA0004701,Passenger,Slight,Female,49
,,10CA0004794,Driver,Slight,Male,53
,,10CA0004794,Passenger,Slight,Female,48
,,10CA0004796,Driver,Slight,Female,61
,,10MU0004732,Driver,Slight,Male,38
,,10AA0004752,Driver,Slight,Female,37
,,10BA0004751,Driver,Slight,Male,28
,,10CA0004758,Pedestrian,Serious,Male,47
,,10CA0004770,Driver,Slight,Female,62
,,10CA0004884,Driver,Slight,Male,30
,,10CA0004884,Passenger,Slight,Female,4
,,10AA0004780,Driver,Serious,Male,32
,,10BA0004748,Pedestrian,Slight,Female,2
,,10BA0004839,Driver,Slight,Female,28
,,10BA0004841,Driver,Slight,Female,41
,,10BA0004847,Driver,Serious,Female,80
,,10BA0004847,Driver,Slight,Male,40
,,10BA0004903,Driver,Slight,Female,29
,,10BA0004903,Passenger,Slight,Female,7
,,10CA0004999,Driver,Slight,Male,21
,,10AA0004785,Driver,Slight,Male,19
,,10BA0004803,Driver,Slight,Male,24
,,10MU0004797,Passenger,Slight,Female,31
,,10AA0005075,Driver,Slight,Male,33
,,10BA0004804,Driver,Slight,Male,45
,,10BA0004804,Passenger,Slight,Female,14
,,10CA0004806,Passenger,Slight,Male,77
,,10CA0004882,Driver,Slight,Male,21
,,10CA0004882,Passenger,Slight,Female,16
,,10CA0004882,Passenger,Slight,Female,15
,,10CA0004882,Passenger,Slight,Female,16
,,10AA0004802,Driver,Slight,Female,46
,,10AA0004928,Driver,Slight,Female,21
,,10AA0004928,Passenger,Slight,Female,16
,,10AA0004928,Passenger,Slight,Female,16
,,10AA0004928,Passenger,Slight,Female,17
,,10AA0004934,Driver,Slight,Male,9
,,10CA0004915,Passenger,Slight,Female,12
,,10CA0004915,Passenger,Slight,Female,41
,,10AA0004935,Driver,Slight,Male,58
,,10AA0004935,Passenger,Slight,Female,56
,,10AA0004831,Driver,Slight,Male,25
,,10AA0004831,Driver,Serious,Male,63
,,10AA0004831,Passenger,Slight,Female,17
,,10AA0004831,Passenger,Slight,Female,17
,,10AA0004890,Pedestrian,Slight,Male,12
,,10BA0004881,Driver,Slight,Male,25
,,10BA0004896,Driver,Slight,Female,22
,,10BA0004897,Driver,Slight,Male,21
,,10BA0004897,Passenger,Slight,Male,21
,,10BA0004901,Driver,Slight,Male,18
,,10BA0004902,Driver,Slight,Male,43
,,10BA0004902,Passenger,Slight,Male,22
,,10BA0004902,Passenger,Slight,Male,22
,,10BA0004904,Passenger,Slight,Male,36
,,10BA0004910,Passenger,Slight,Female,60
,,10CA0004888,Driver,Slight,Male,48
,,10AA0004938,Driver,Slight,Male,41
,,10AA0278852,Pedestrian,Fatal,Male,4
,,10MU0005013,Driver,Slight,Female,22
,,10MU0005013,Passenger,Slight,Female,46
,,10AA0004964,Driver,Serious,Female,25
,,10BA0004965,Driver,Slight,Male,20
,,10BA0004965,Pedestrian,Slight,Female,16
,,10BA0004968,Passenger,Slight,Male,17
,,10AA0005063,Driver,Slight,Male,17
,,10CA0005036,Driver,Serious,Female,50
,,10CA0005036,Passenger,Slight,Female,14
,,10CA0005036,Driver,Slight,Male,43
,,10CA0005036,Passenger,Slight,Female,30
,,10MU0005011,Driver,Slight,Male,60
,,10MU0005011,Passenger,Slight,Female,26
,,10MU0005011,Passenger,Slight,Female,60
,,10MU0005033,Passenger,Slight,Female,26
,,10MU0005037,Driver,Slight,Male,48
,,10MU0005037,Driver,Slight,Female,27
,,10AA0004958,Driver,Slight,Male,25
,,10AA0004963,Driver,Slight,Male,23
,,10AA0004963,Driver,Slight,Male,26
,,10AA0004963,Passenger,Slight,Male,16
,,10AA0004971,Driver,Slight,Male,17
,,10AA0004971,Passenger,Slight,Male,14
,,10AA0004971,Passenger,Slight,Male,17
,,10AA0005101,Driver,Serious,Male,27
,,10BA0005146,Driver,Slight,Male,23
,,10BA0005146,Driver,Slight,Male,43
,,10CA0004997,Pedestrian,Slight,Male,14
,,10CA0005014,Driver,Slight,Female,22
,,10CA0005658,Driver,Slight,Female,30
,,10AA0005118,Pedestrian,Slight,Female,5
,,10BA0005008,Driver,Slight,Male,61
,,10BA0005038,Pedestrian,Serious,Female,11
,,10BA0005157,Passenger,Slight,Male,19
,,10MU0005057,Driver,Slight,Male,40
,,10MU0005060,Driver,Slight,Male,50
,,10MU0005060,Passenger,Slight,Female,50
,,10AA0005070,Driver,Slight,Male,34
,,10AA0005070,Passenger,Slight,Female,29
,,10AA0005110,Driver,Slight,Male,12
,,10BA0005006,Driver,Slight,Male,23
,,10BA0005028,Driver,Slight,Male,46
,,10BA0005039,Passenger,Slight,Female,30
,,10BA0005064,Passenger,Slight,Male,53
,,10BA0005073,Passenger,Slight,Female,62
,,10BA0005076,Driver,Slight,Male,53
,,10CA0006321,Driver,Slight,Female,33
,,10CA0006321,Passenger,Slight,Female,70
,,10MU0005058,Driver,Slight,Male,36
,,10AA0005049,Driver,Slight,Male,15
,,10AA0005052,Pedestrian,Slight,Male,16
,,10AA0005062,Driver,Slight,Male,51
,,10AA0005355,Driver,Serious,Male,31
,,10BA0005068,Driver,Slight,Male,33
,,10BA0005068,Passenger,Slight,Male,30
,,10BA0005068,Passenger,Slight,Female,23
,,10BA0005068,Passenger,Slight,Female,32
,,10CA0005085,Pedestrian,Slight,Female,89
,,10MU0005111,Driver,Slight,Female,29
,,10CA0005087,Pedestrian,Serious,Male,36
,,10CA0005093,Driver,Slight,Female,53
,,10CA0005189,Driver,Slight,Female,29
,,10MU0005109,Passenger,Slight,Male,57
,,10MU0005109,Passenger,Slight,Female,20
,,10AA0005133,Driver,Slight,Female,59
,,10AA0005144,Passenger,Slight,Female,69
,,10AA0005156,Driver,Serious,Male,17
,,10AA0005156,Passenger,Slight,Male,16
,,10BA0005168,Driver,Slight,Male,29
,,10CA0005143,Driver,Slight,Male,40
,,10CA0005145,Driver,Slight,Female,31
,,10MU0005154,Driver,Slight,Male,48
,,10MU0005154,Passenger,Slight,Female,21
,,10AA0005120,Driver,Slight,Female,47
,,10AA0005155,Driver,Slight,Male,36
,,10AA0005155,Passenger,Slight,Male,29
,,10AA0005155,Passenger,Slight,Male,18
,,10BA0005845,Driver,Slight,Female,26
,,10BA0005845,Passenger,Slight,Male,31
,,10BA0005845,Passenger,Slight,Female,36
,,10BA0005845,Passenger,Slight,Male,40
,,10AA0005126,Driver,Slight,Female,32
,,10AA0005137,Driver,Slight,Male,22
,,10BA0005177,Pedestrian,Serious,Male,11
,,10BA0005187,Driver,Slight,Female,34
,,10BA0005187,Pedestrian,Slight,Female,36
,,10CA0005131,Pedestrian,Slight,Male,2
,,10AA0005326,Pedestrian,Serious,Male,15
,,10BA0005169,Driver,Slight,Male,27
,,10BA0005169,Passenger,Slight,Female,25
,,10BA0005169,Passenger,Slight,Female,21
,,10CA0005172,Driver,Slight,Male,47
,,10CA0005172,Passenger,Slight,Male,34
,,10CA0005206,Pedestrian,Serious,Female,9
,,10AA0005207,Driver,Slight,Male,46
,,10AA0005218,Driver,Slight,Female,49
,,10AA0005218,Passenger,Slight,Female,20
,,10AA0005243,Driver,Slight,Female,20
,,10AA0005243,Passenger,Slight,Female,20
,,10BA0005236,Driver,Slight,Female,25
,,10MU0005205,Driver,Slight,Female,38
,,10AA0005213,Driver,Slight,Male,38
,,10AA0005216,Driver,Slight,Male,46
,,10AA0005220,Driver,Slight,Female,24
,,10AA0005220,Driver,Slight,Female,28
,,10AA0005222,Driver,Slight,Female,35
,,10AA0005222,Driver,Slight,Male,12
,,10BA0005233,Driver,Slight,Male,62
,,10BA0005233,Driver,Slight,Male,21
,,10BA0005233,Passenger,Slight,Male,23
,,10BA0005244,Driver,Slight,Male,52
,,10BA0005258,Passenger,Slight,Female,27
,,10BA0005364,Driver,Slight,Male,51
,,10CA0005214,Passenger,Slight,Female,17
,,10CA0005276,Driver,Serious,Male,51
,,10AA0005242,Passenger,Slight,Male,31
,,10AA0005261,Passenger,Slight,Female,16
,,10AA0005261,Passenger,Slight,Male,18
,,10BA0005264,Driver,Slight,Male,17
,,10CA0005234,Passenger,Slight,Female,68
,,10MU0005328,Driver,Slight,Female,36
,,10AA0005277,Driver,Slight,Male,26
,,10AA0005320,Driver,Serious,Female,27
,,10AA0005343,Driver,Serious,Female,25
,,10BA0005287,Driver,Slight,Female,52
,,10BA0005287,Driver,Slight,Male,37
,,10CA0005245,Passenger,Slight,Female,26
,,10CA0005283,Driver,Slight,Male,11
,,10BA0005294,Pedestrian,Slight,Female,63
,,10BA0005295,Pedestrian,Slight,Female,15
,,10BA0005322,Driver,Serious,Male,46
,,10CA0005340,Driver,Slight,Male,48
,,10AA0005300,Driver,Slight,Male,16
,,10AA0005700,Driver,Serious,Male,17
,,10BA0005298,Pedestrian,Slight,Male,22
,,10BA0005301,Pedestrian,Slight,Male,5
,,10BA0005310,Driver,Slight,Male,5
,,10MU0005302,Driver,Serious,Male,34
,,10MU0005317,Driver,Serious,Male,46
,,10MU0005317,Passenger,Serious,Male,55
,,10MU0005317,Passenger,Slight,Male,65
,,10MU0005317,Passenger,Serious,Male,34
,,10MU0005317,Passenger,Serious,Male,29
,,10MU0005317,Passenger,Slight,Male,27
,,10MU0005317,Passenger,Slight,Male,31
,,10MU0005317,Passenger,Slight,Male,37
,,10MU0005317,Passenger,Serious,Male,42
,,10MU0005317,Passenger,Serious,Male,36
,,10MU0005317,Passenger,Slight,Male,34
,,10MU0005317,Passenger,Slight,Male,67
,,10MU0005347,Driver,Serious,Female,47
,,10MU0005347,Passenger,Slight,Male,12
,,10AA0005496,Driver,Slight,Male,27
,,10AA0005496,Passenger,Slight,Male,58
,,10BA0005357,Driver,Slight,Male,19
,,10CA0005338,Pedestrian,Serious,Female,14
,,10CA0006094,Pedestrian,Slight,Male,17
,,10MU0005330,Driver,Slight,Male,41
,,10BA0005617,Driver,Slight,Male,18
,,10BA0005617,Passenger,Slight,Male,18
,,10CA0005384,Pedestrian,Serious,Male,27
,,10MU0005361,Driver,Slight,Female,19
,,10MU0005361,Passenger,Slight,Male,29
,,10AA0005362,Driver,Slight,Male,18
,,10AA0005362,Passenger,Slight,Female,16
,,10AA0005367,Pedestrian,Serious,Male,19
,,10AA0005460,Passenger,Slight,Female,24
,,10BA0005359,Driver,Slight,Female,19
,,10BA0005375,Driver,Serious,Male,80
,,10BA0005425,Pedestrian,Slight,Male,7
,,10CA0005374,Pedestrian,Slight,Female,25
,,10CA0005379,Pedestrian,Serious,Male,15
,,10CA0005381,Driver,Serious,Male,8
,,10MU0005438,Driver,Slight,Male,27
,,10MU0005438,Passenger,Slight,Male,38
,,10AA0005393,Driver,Slight,Male,49
,,10AA0005393,Passenger,Slight,Female,26
,,10AA0005393,Passenger,Slight,Male,18
,,10AA0005393,Passenger,Slight,Male,30
,,10AA0005393,Passenger,Slight,Male,38
,,10BA0005378,Passenger,Slight,Male,1
,,10BA0005409,Driver,Slight,Male,50
,,10BA0005428,Driver,Slight,Female,8
,,10BA0005465,Driver,Slight,Male,38
,,10MU0005423,Driver,Slight,Female,42
,,10BA0005407,Driver,Slight,Female,67
,,10BA0005418,Driver,Slight,Male,55
,,10BA0005418,Passenger,Slight,Female,45
,,10CA0005471,Driver,Slight,Female,22
,,10CA0005471,Passenger,Slight,Male,25
,,10MU0005406,Driver,Slight,Female,35
,,10AA0005390,Driver,Slight,Male,51
,,10AA0005422,Passenger,Slight,Female,60
,,10AA0005422,Passenger,Slight,Male,23
,,10AA0005422,Passenger,Slight,Female,35
,,10AA0005422,Passenger,Slight,Female,41
,,10BA0005402,Passenger,Serious,Female,45
,,10BA0005402,Passenger,Slight,Male,23
,,10BA0005402,Passenger,Slight,Male,22
,,10BA0005402,Passenger,Slight,Male,29
,,10BA0005402,Passenger,Slight,Male,21
,,10BA0005402,Passenger,Slight,Female,18
,,10BA0005402,Passenger,Slight,Male,18
,,10BA0005402,Passenger,Slight,Male,19
,,10BA0005402,Passenger,Slight,Male,18
,,10BA0005402,Passenger,Slight,Male,27
,,10BA0005402,Passenger,Slight,Male,34
,,10BA0005424,Passenger,Slight,Female,67
,,10CA0005447,Driver,Slight,Male,21
,,10MU0005429,Driver,Slight,Male,32
,,10AA0005400,Driver,Slight,Male,48
,,10AA0005400,Passenger,Slight,Male,36
,,10AA0005400,Passenger,Slight,Female,26
,,10AA0005400,Driver,Slight,Male,28
,,10BA0005398,Passenger,Slight,Male,45
,,10BA0005398,Passenger,Slight,Male,42
,,10BA0005398,Passenger,Slight,Male,26
,,10CA0005466,Pedestrian,Slight,Male,27
,,10MU0005450,Passenger,Slight,Female,38
,,10BA0005454,Driver,Slight,Female,28
,,10BA0005456,Pedestrian,Slight,Male,17
,,10AA0005461,Driver,Slight,Male,47
,,10BA0005452,Driver,Slight,Male,31
,,10BA0005452,Passenger,Slight,Female,25
,,10BA0005462,Driver,Slight,Female,37
,,10BA0005462,Passenger,Slight,Male,6
,,10BA0005470,Pedestrian,Slight,Female,66
,,10BA0005474,Driver,Slight,Female,23
,,10BA0005474,Passenger,Slight,Female,22
,,10BA0005483,Driver,Slight,Male,39
,,10BA0005515,Pedestrian,Slight,Male,10
,,10CA0005467,Driver,Slight,Male,49
,,10CA0005467,Driver,Serious,Male,45
,,10CA0005469,Pedestrian,Slight,Female,7
,,10CA0324134,Driver,Fatal,Male,18
,,10AA0005514,Driver,Slight,Male,53
,,10BA0005489,Driver,Slight,Male,45
,,10CA0005488,Pedestrian,Serious,Male,41
,,10CA0005490,Driver,Slight,Female,30
,,10BA0005502,Driver,Slight,Male,21
,,10BA0005758,Passenger,Slight,Male,58
,,10CA0005473,Passenger,Slight,Female,26
,,10CA0005481,Driver,Slight,Male,36
,,10CA0005481,Driver,Serious,Male,84
,,10CA0005503,Passenger,Slight,Male,75
,,10CA0005503,Passenger,Slight,Female,70
,,10CA0005503,Passenger,Slight,Female,35
,,10AA0005507,Driver,Slight,Male,38
,,10BA0005521,Driver,Slight,Male,20
,,10BA0005521,Driver,Slight,Female,39
,,10BA0005521,Driver,Slight,Female,51
,,10BA0006986,Driver,Slight,Male,19
,,10BA0006986,Driver,Slight,Male,53
,,10BA0006986,Passenger,Slight,Female,6
,,10CA0005648,Driver,Slight,Male,31
,,10AA0005497,Driver,Slight,Male,21
,,10AA0005497,Passenger,Slight,Male,6
,,10AA0005497,Passenger,Slight,Female,18
,,10AA0005504,Driver,Slight,Female,17
,,10AA0005504,Driver,Slight,Female,30
,,10AA0005504,Passenger,Slight,Female,44
,,10AA0005504,Passenger,Slight,Male,32
,,10AA0005504,Passenger,Slight,Female,52
,,10AA0005505,Driver,Slight,Female,25
,,10BA0005535,Driver,Slight,Male,19
,,10CA0005513,Driver,Slight,Male,38
,,10CA0005513,Passenger,Slight,Female,36
,,10BA0005524,Driver,Slight,Male,34
,,10CA0005522,Passenger,Slight,Female,6
,,10CA0005522,Passenger,Slight,Male,11
,,10CA0005522,Passenger,Slight,Male,1
,,10CA0005532,Driver,Slight,Male,18
,,10CA0005532,Driver,Slight,Male,26
,,10CA0005532,Passenger,Slight,Male,33
,,10CA0005532,Passenger,Slight,Male,36
,,10AA0005506,Driver,Slight,Female,67
,,10AA0005520,Driver,Slight,Male,32
,,10BA0005854,Driver,Slight,Male,17
,,10CA0005523,Driver,Slight,Male,53
,,10CA0005525,Driver,Slight,Male,36
,,10CA0005525,Passenger,Slight,Male,42
,,10CA0005530,Driver,Slight,Male,64
,,10CA0005530,Driver,Slight,Female,33
,,10CA0005530,Passenger,Slight,Female,64
,,10CA0005530,Passenger,Slight,Female,20
,,10CA0005577,Driver,Slight,Female,51
,,10CA0005577,Driver,Serious,Male,23
,,10CA0005577,Passenger,Slight,Female,16
,,10BA0005613,Driver,Slight,Male,19
,,10BA0005622,Driver,Slight,Female,54
,,10BA0005622,Passenger,Slight,Female,12
,,10BA0005622,Passenger,Slight,Male,25
,,10BA0005622,Passenger,Slight,Female,37
,,10MU0333823,Driver,Fatal,Female,20
,,10AA0005560,Driver,Slight,Male,25
,,10BA0005623,Driver,Slight,Male,51
,,10CA0005561,Driver,Serious,Male,38
,,10CA0005627,Driver,Serious,Female,37
,,10CA0005627,Driver,Slight,Male,43
,,10CA0005627,Passenger,Slight,Male,21
,,10CA0005627,Passenger,Slight,Male,40
,,10AA0005580,Driver,Slight,Male,50
,,10BA0005612,Pedestrian,Slight,Male,11
,,10BA0005626,Driver,Slight,Male,28
,,10BA0005626,Passenger,Slight,Female,28
,,10BA0006165,Pedestrian,Serious,Female,62
,,10CA0005582,Driver,Serious,Male,36
,,10CA0005618,Driver,Slight,Male,24
,,10CA0005618,Passenger,Slight,Male,18
,,10AA0005629,Pedestrian,Slight,Female,52
,,10BA0005624,Driver,Slight,Male,17
,,10CA0005605,Passenger,Slight,Male,77
,,10BA0005609,Driver,Slight,Female,40
,,10BA0005610,Driver,Slight,Male,39
,,10BA0342064,Driver,Fatal,Male,38
,,10CA0005884,Driver,Slight,Male,31
,,10CA0005884,Passenger,Serious,Male,26
,,10AA0005662,Driver,Slight,Male,58
,,10BA0005625,Driver,Slight,Female,28
,,10BA0005681,Pedestrian,Serious,Female,80
,,10CA0005659,Passenger,Slight,Female,28
,,10CA0005661,Driver,Slight,Male,25
,,10BA0005656,Driver,Slight,Female,33
,,10BA0005657,Pedestrian,Slight,Male,31
,,10BA0005686,Driver,Serious,Male,56
,,10BA0005698,Pedestrian,Slight,Male,11
,,10BA0005862,Pedestrian,Slight,Female,22
,,10CA0005699,Driver,Serious,Male,36
,,10AA0005729,Driver,Slight,Male,23
,,10BA0005687,Pedestrian,Slight,Female,16
,,10BA0005771,Pedestrian,Slight,Male,37
,,10BA0005863,Driver,Slight,Male,21
,,10CA0005673,Driver,Slight,Male,51
,,10CA0005722,Pedestrian,Slight,Male,14
,,10CA0006070,Driver,Serious,Male,15
,,10CA0006070,Driver,Slight,Male,37
,,10AA0005683,Driver,Slight,Female,13
,,10AA0005702,Passenger,Slight,Female,21
,,10AA0005702,Driver,Slight,Male,23
,,10AA0005702,Driver,Slight,Female,42
,,10BA0005765,Pedestrian,Slight,Female,15
,,10CA0005679,Driver,Serious,Male,19
,,10MU0005677,Passenger,Slight,Female,1
,,10MU0005688,Driver,Slight,Male,34
,,10MU0005692,Driver,Slight,Female,37
,,10MU0005694,Driver,Slight,Female,50
,,10MU0005694,Passenger,Slight,Female,20
,,10MU0005694,Passenger,Slight,Male,12
,,10AA0005684,Driver,Slight,Male,75
,,10AA0005684,Passenger,Slight,Female,72
,,10AA0005701,Driver,Serious,Male,31
,,10BA0005690,Driver,Slight,Male,44
,,10BA0005690,Pedestrian,Slight,Male,47
,,10MU0005693,Passenger,Slight,Female,19
,,10BA0005695,Pedestrian,Slight,Male,20
,,10BA0005697,Driver,Slight,Male,60
,,10BA0005745,Driver,Slight,Male,33
,,10CA0005674,Driver,Serious,Female,18
,,10CA0005674,Passenger,Serious,Female,18
,,10BA0005763,Driver,Slight,Male,46
,,10BA0005773,Passenger,Slight,Male,24
,,10BA0005773,Passenger,Slight,Male,24
,,10BA0005782,Driver,Slight,Male,25
,,10CA0005685,Pedestrian,Slight,Male,16
,,10MU0005742,Driver,Slight,Male,22
,,10MU0005742,Passenger,Slight,Male,23
,,10AA0005734,Passenger,Slight,Male,64
,,10BA0005810,Pedestrian,Slight,Female,4
,,10CA0005720,Driver,Slight,Male,86
,,10CA0005721,Driver,Slight,Male,40
,,10CA0005755,Pedestrian,Serious,Male,56
,,10CA0005759,Driver,Slight,Male,24
,,10CA0005759,Passenger,Slight,Female,22
,,10CA0006110,Driver,Slight,Male,41
,,10CA0005756,Passenger,Slight,Female,81
,,10CA0005760,Driver,Slight,Male,20
,,10CA0005783,Passenger,Slight,Male,56
,,10AA0005778,Pedestrian,Slight,Female,22
,,10AA0005790,Driver,Slight,Male,33
,,10AA0005790,Driver,Slight,Female,42
,,10BA0005757,Passenger,Slight,Female,75
,,10BA0005798,Driver,Slight,Female,58
,,10BA0005798,Driver,Slight,Female,38
,,10BA0005798,Driver,Slight,Male,36
,,10AA0005808,Passenger,Slight,Male,52
,,10BA0005811,Driver,Slight,Male,23
,,10CA0005797,Pedestrian,Slight,Male,25
,,10CA0005797,Pedestrian,Serious,Female,22
,,10CA0005799,Driver,Slight,Male,42
,,10CA0005799,Passenger,Slight,Female,41
,,10CA0005817,Driver,Slight,Male,16
,,10BA0006502,Passenger,Slight,Female,75
,,10AA0005779,Driver,Slight,Male,29
,,10AA0005813,Driver,Slight,Male,22
,,10AA0005824,Passenger,Slight,Male,18
,,10AA0005824,Passenger,Slight,Male,20
,,10BA0005807,Driver,Slight,Female,23
,,10BA0005883,Pedestrian,Serious,Male,38
,,10AA0005846,Driver,Slight,Male,23
,,10AA0005846,Passenger,Serious,Female,22
,,10AA0005846,Passenger,Slight,Female,61
,,10AA0006044,Driver,Slight,Female,20
,,10BA0005819,Passenger,Slight,Female,80
,,10BA0005823,Driver,Slight,Male,30
,,10BA0006469,Driver,Slight,Female,39
,,10CA0005791,Pedestrian,Slight,Male,18
,,10CA0005793,Pedestrian,Slight,Male,26
,,10CA0005818,Pedestrian,Slight,Female,16
,,10AA0005812,Driver,Slight,Female,24
,,10AA0005835,Pedestrian,Slight,Male,59
,,10AA0005840,Driver,Slight,Male,11
,,10AA0005860,Driver,Slight,Female,26
,,10AA0005860,Driver,Slight,Female,41
,,10BA0005746,Driver,Serious,Male,21
