ROAD WORK ID,FROM_DATE,TO_DATE,STREET_ADDRESS,Local Authority Reference,Works Status,Works Type,Category Of Works
,,,,LA00402793,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00432763,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00429335,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00437069,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00429305,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00428076,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Crane Operation
,,,,LA00437547,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00437735,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00434611,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00398177,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00435988,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00381738,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00436512,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00431455,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00409937,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00428121,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433511,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437716,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00434900,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434615,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436488,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00436458,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437105,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00399087,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00426418,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436291,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00424322,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437560,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437570,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00425293,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00432747,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00428078,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Crane Operation
,,,,LA00430431,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00331735,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437107,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437620,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00429560,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00437052,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00436059,WORKS ABANDONED,STANDARD,Streetworks
,,,,LA00434933,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00428675,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00434681,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00437337,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433060,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00424107,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00420436,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00428456,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00432300,WORKS ABANDONED,MAJOR,Streetworks
,,,,LA00436429,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00436635,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00402276,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437573,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00435860,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00433992,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00424570,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00426423,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433317,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436068,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00397645,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437495,WORKS ABANDONED,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00422245,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00417438,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00437807,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Other
,,,,LA00429602,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436985,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00432513,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00435441,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00420052,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Crane Operation
,,,,LA00436450,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434901,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00427817,POTENTIAL WORKS,MAJOR,Streetworks
,,,,LA00436940,WORKS ABANDONED,STANDARD,Streetworks
,,,,LA00432764,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00436298,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00433536,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00428112,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437071,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434326,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434051,WORKS ABANDONED,MAJOR,Streetworks
,,,,LA00436568,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437548,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00437358,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00420744,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435451,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433192,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437544,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00434329,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00436286,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436983,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437063,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00418372,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00434000,PROPOSED PERMANENT,MINOR,Streetworks
,,,,LA00377633,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433780,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00435422,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435167,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00397355,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00426125,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436570,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00433820,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00429837,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00420766,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00421608,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00429089,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00435446,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436258,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00428459,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00437058,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00418358,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435769,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00432301,WORKS ABANDONED,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00429277,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00435755,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00429980,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00432757,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00435307,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00429064,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00434627,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433406,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436285,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00433772,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00435467,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437397,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00412301,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Crane Operation
,,,,LA00432157,WORKS ABANDONED,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437098,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00433913,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437487,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435462,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00398970,WORKS ABANDONED,MAJOR,Streetworks
,,,,LA00398497,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00434393,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00422429,IN PROGRESS,MAJOR,Streetworks
,,,,LA00432112,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00432931,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436889,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00432887,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436686,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436063,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437103,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00428117,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437777,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00432546,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437806,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Other
,,,,LA00427485,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00434863,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00433069,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00426736,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00342547,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433771,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00433677,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00424998,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437405,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00397639,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00428457,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00436626,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00435304,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00434551,POTENTIAL WORKS,MAJOR,Streetworks
,,,,LA00436687,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00436676,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00436744,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00437065,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437056,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435908,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00336314,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437106,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00436436,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00436844,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00432869,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00339141,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437108,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00434494,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00398932,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00433709,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00428676,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00432755,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00420765,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435251,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00424292,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00418365,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436364,PROPOSED WORKS,ROAD RESTRICTION,Streetworks
,,,,LA00432519,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00435412,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00432221,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00432216,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00430932,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00432294,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00420051,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Crane Operation
,,,,LA00431333,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437556,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00431625,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00436190,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00435662,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00428623,WORKS ABANDONED,MAJOR,Streetworks
,,,,LA00437404,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00433403,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00426656,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Other
,,,,LA00437619,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Streetworks
,,,,LA00435301,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00395748,IN PROGRESS,MAJOR,Streetworks
,,,,LA00436017,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00435862,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434537,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434893,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00432042,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435440,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00425250,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434610,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435413,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00424590,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00436507,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00436311,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00432326,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436290,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00339259,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00389943,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00429336,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00429092,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437809,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Other
,,,,LA00434855,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436071,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437402,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00435487,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00434905,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435228,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00431398,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00388836,IN PROGRESS,MAJOR,Streetworks
,,,,LA00402659,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00420437,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00434327,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00433818,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00429063,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00433465,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436496,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00375749,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00432537,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433687,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00433785,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00427403,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437396,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00433401,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00433548,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00435432,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435437,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00434538,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434401,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00429926,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433683,IN PROGRESS,MAJOR,Streetworks
,,,,LA00431931,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00437561,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00432753,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00426421,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433516,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00428458,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00436843,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435435,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00422653,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436297,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00411091,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437502,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00435201,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436015,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436292,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00430443,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00431806,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00431235,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434101,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435418,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Other
,,,,LA00432746,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436689,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00385061,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436070,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00416514,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434857,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00433614,PROPOSED REMEDIAL,MINOR,Streetworks
,,,,LA00434554,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436422,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00432751,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00329311,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00433773,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00429832,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00432533,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00437637,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00436634,WORKS ABANDONED,MAJOR,Streetworks
,,,,LA00433041,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434532,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435436,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437741,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00416515,IN PROGRESS,MAJOR,Streetworks
,,,,LA00428952,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436708,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00431204,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437736,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433767,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00428120,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437621,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00429059,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00437336,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00436690,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00425666,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436277,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435162,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00429841,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00404095,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00378642,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00424626,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00435460,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00399493,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436615,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00434960,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00432745,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00434856,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00436363,PROPOSED WORKS,ROAD RESTRICTION,Streetworks
,,,,LA00422249,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00436809,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00435767,IN PROGRESS,MAJOR,Streetworks
,,,,LA00331276,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437462,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00435433,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435429,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00434119,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00432627,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00437057,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00434493,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00415556,IN PROGRESS,MAJOR,Streetworks
,,,,LA00429798,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00437094,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00429827,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00429840,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435843,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00424031,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Crane Operation
,,,,LA00436140,PROPOSED WORKS,ROAD RESTRICTION,Streetworks
,,,,LA00339267,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00434547,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00437072,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435671,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00398960,WORKS ABANDONED,MAJOR,Streetworks
,,,,LA00428835,PROPOSED WORKS,ROAD RESTRICTION,Streetworks
,,,,LA00434553,POTENTIAL WORKS,MAJOR,Streetworks
,,,,LA00435438,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00434478,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00434414,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00433527,WORKS ABANDONED,STANDARD,Streetworks
,,,,LA00424587,PROPOSED REMEDIAL,MINOR,Streetworks
,,,,LA00381735,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00437739,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00435253,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435581,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00437740,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00435801,PROPOSED WORKS,STANDARD,Streetworks
,,,,LA00437731,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00436412,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437559,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00434500,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00346128,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction
,,,,LA00435420,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00435680,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00398046,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00435673,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00435663,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00428088,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Crane Operation
,,,,LA00436680,PROPOSED WORKS,MAJOR,Streetworks
,,,,LA00428119,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00414143,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence
,,,,LA00437533,PROPOSED WORKS,MINOR,Streetworks
,,,,LA00408214,PROPOSED REMEDIAL,MAJOR,Streetworks
