FROM_DATE,TO_DATE,STREET_ADDRESS,Works Type,Category Of Works,Accident Ref No.,Casualty Severity
,,,STANDARD,Streetworks,10CA0001813,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001813,Slight
,,,STANDARD,Streetworks,10CA0001813,Slight
,,,STANDARD,Streetworks,10CA0001813,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001813,Slight
,,,MAJOR,Streetworks,10CA0001933,Slight
,,,MAJOR,Streetworks,10AA0001805,Serious
,,,MINOR,Streetworks,10AA0001918,Slight
,,,MAJOR,Streetworks,10AA0002171,Serious
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002221,Slight
,,,HIGHWAYS ACT PERMITS,Crane Operation,10BA0001930,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001796,Slight
,,,MAJOR,Streetworks,10MU0001815,Slight
,,,MAJOR,Streetworks,10AA0002501,Slight
,,,MAJOR,Streetworks,10BA0001821,Slight
,,,MINOR,Streetworks,10CA0001872,Slight
,,,MAJOR,Streetworks,10CA0002041,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002041,Slight
,,,MINOR,Streetworks,10AA0001949,Slight
,,,MAJOR,Streetworks,10BA0001840,Slight
,,,MAJOR,Streetworks,10BA0002216,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001846,Serious
,,,STANDARD,Streetworks,10BA0001824,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001824,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001824,Slight
,,,MAJOR,Streetworks,10BA0001867,Slight
,,,STANDARD,Streetworks,10BA0002227,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0001835,Slight
,,,STANDARD,Streetworks,10CA0001835,Slight
,,,MAJOR,Streetworks,10AA0001955,Slight
,,,HIGHWAYS ACT PERMITS,Other,10BA0001819,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0001927,Slight
,,,MAJOR,Streetworks,10AA0002101,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0001917,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001919,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0001925,Slight
,,,MAJOR,Streetworks,10BA0002043,Slight
,,,MAJOR,Streetworks,10AA0001981,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002075,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002084,Slight
,,,MAJOR,Streetworks,10AA0002096,Slight
,,,STANDARD,Streetworks,10AA0002096,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002096,Slight
,,,STANDARD,Streetworks,10AA0002096,Slight
,,,MAJOR,Streetworks,10BA0002028,Slight
,,,MINOR,Streetworks,10BA0002028,Slight
,,,STANDARD,Streetworks,10BA0002032,Slight
,,,MINOR,Streetworks,10BA0002035,Slight
,,,MAJOR,Streetworks,10BA0002363,Slight
,,,MAJOR,Streetworks,10CA0001922,Slight
,,,MAJOR,Streetworks,10CA0001937,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002070,Slight
,,,STANDARD,Streetworks,10AA0002072,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002077,Slight
,,,MAJOR,Streetworks,10CA0001991,Slight
,,,MAJOR,Streetworks,10CA0002111,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002078,Serious
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002078,Slight
,,,MINOR,Streetworks,10AA0002089,Slight
,,,MAJOR,Streetworks,10AA0002089,Slight
,,,MINOR,Streetworks,10AA0002185,Serious
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0002030,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002085,Slight
,,,MAJOR,Streetworks,10BA0002085,Slight
,,,MAJOR,Streetworks,10BA0002139,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002001,Slight
,,,MAJOR,Streetworks,10CA0002040,Slight
,,,ROAD RESTRICTION,Streetworks,10MU0002003,Slight
,,,STANDARD,Streetworks,10AA0002113,Slight
,,,MAJOR,Streetworks,10BA0002068,Slight
,,,MAJOR,Streetworks,10MU0002002,Slight
,,,MAJOR,Streetworks,10MU0002002,Slight
,,,MAJOR,Streetworks,10MU0002056,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10MU0002056,Slight
,,,HIGHWAYS ACT PERMITS,Crane Operation,10MU0002056,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002081,Slight
,,,MINOR,Streetworks,10BA0002266,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0002074,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0002214,Slight
,,,MAJOR,Streetworks,10CA0002341,Slight
,,,MAJOR,Streetworks,10BA0002151,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0002128,Slight
,,,MAJOR,Streetworks,10CA0002166,Slight
,,,HIGHWAYS ACT PERMITS,Other,10BA0002228,Slight
,,,HIGHWAYS ACT PERMITS,Streetworks,10BA0003378,Slight
,,,MINOR,Streetworks,10CA0002186,Slight
,,,MAJOR,Streetworks,10CA0002292,Slight
,,,STANDARD,Streetworks,10CA0002292,Slight
,,,MAJOR,Streetworks,10CA0002292,Slight
,,,MAJOR,Streetworks,10CA0002343,Slight
,,,STANDARD,Streetworks,10CA0002343,Slight
,,,MAJOR,Streetworks,10CA0002343,Slight
,,,MAJOR,Streetworks,10MU0002161,Slight
,,,MAJOR,Streetworks,10BA0002220,Slight
,,,MAJOR,Streetworks,10BA0002286,Slight
,,,MAJOR,Streetworks,10BA0002286,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0002177,Slight
,,,STANDARD,Streetworks,10MU0002211,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10MU0002211,Slight
,,,MAJOR,Streetworks,10AA0002168,Slight
,,,STANDARD,Streetworks,10AA0002173,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002173,Serious
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002244,Serious
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0002299,Serious
,,,MAJOR,Streetworks,10BA0002313,Slight
,,,HIGHWAYS ACT PERMITS,Other,10BA0002313,Slight
,,,MAJOR,Streetworks,10BA0002313,Slight
,,,MAJOR,Streetworks,10BA0002423,Slight
,,,MINOR,Streetworks,10BA0126930,Fatal
,,,STANDARD,Streetworks,10CA0002250,Slight
,,,MAJOR,Streetworks,10AA0002233,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002233,Slight
,,,STANDARD,Streetworks,10AA0002233,Slight
,,,MAJOR,Streetworks,10AA0002233,Slight
,,,MAJOR,Streetworks,10AA0002245,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002317,Slight
,,,MAJOR,Streetworks,10AA0002320,Slight
,,,MAJOR,Streetworks,10BA0002218,Slight
,,,STANDARD,Streetworks,10BA0002218,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002210,Slight
,,,STANDARD,Streetworks,10AA0002230,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002197,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002239,Slight
,,,MAJOR,Streetworks,10BA0002301,Slight
,,,MAJOR,Streetworks,10CA0002206,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002213,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0002291,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10MU0002457,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002372,Slight
,,,MAJOR,Streetworks,10CA0002297,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002302,Slight
,,,MAJOR,Streetworks,10CA0002312,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002336,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002368,Slight
,,,MAJOR,Streetworks,10AA0002370,Slight
,,,MINOR,Streetworks,10AA0003115,Slight
,,,STANDARD,Streetworks,10BA0002340,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002344,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002380,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0002380,Slight
,,,STANDARD,Streetworks,10BA0002380,Slight
,,,MAJOR,Streetworks,10MU0002347,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002376,Serious
,,,MAJOR,Streetworks,10BA0002414,Slight
,,,STANDARD,Streetworks,10BA0002417,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002435,Slight
,,,MINOR,Streetworks,10BA0002498,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002558,Slight
,,,MAJOR,Streetworks,10CA0002558,Slight
,,,STANDARD,Streetworks,10AA0002387,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0002482,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002361,Slight
,,,MAJOR,Streetworks,10CA0002390,Slight
,,,MAJOR,Streetworks,10CA0002392,Slight
,,,HIGHWAYS ACT PERMITS,Other,10CA0002422,Slight
,,,MAJOR,Streetworks,10CA0002468,Slight
,,,MINOR,Streetworks,10CA0002561,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10MU0002409,Slight
,,,MINOR,Streetworks,10MU0002409,Slight
,,,MAJOR,Streetworks,10MU0002433,Slight
,,,MAJOR,Streetworks,10MU0002450,Slight
,,,MINOR,Streetworks,10AA0002375,Slight
,,,MAJOR,Streetworks,10AA0002395,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002442,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002442,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002442,Slight
,,,MINOR,Streetworks,10BA0002438,Slight
,,,MAJOR,Streetworks,10BA0002454,Slight
,,,STANDARD,Streetworks,10BA0002454,Slight
,,,MINOR,Streetworks,10BA0002454,Slight
,,,MAJOR,Streetworks,10BA0002464,Slight
,,,MAJOR,Streetworks,10BA0002464,Slight
,,,MAJOR,Streetworks,10BA0002473,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002554,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002554,Slight
,,,MAJOR,Streetworks,10CA0002563,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002360,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002360,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002360,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002360,Slight
,,,MINOR,Streetworks,10BA0002471,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0003351,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0003451,Slight
,,,STANDARD,Streetworks,10CA0002472,Slight
,,,STANDARD,Streetworks,10CA0002472,Slight
,,,STANDARD,Streetworks,10AA0002386,Serious
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002698,Slight
,,,MAJOR,Streetworks,10AA0002698,Slight
,,,STANDARD,Streetworks,10BA0002467,Slight
,,,MAJOR,Streetworks,10BA0004480,Serious
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0002743,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002388,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002388,Slight
,,,MAJOR,Streetworks,10AA0002388,Slight
,,,MAJOR,Streetworks,10AA0002673,Slight
,,,STANDARD,Streetworks,10MU0139624,Fatal
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002507,Slight
,,,MAJOR,Streetworks,10AA0002507,Slight
,,,MAJOR,Streetworks,10AA0002644,Serious
,,,ROAD RESTRICTION,Streetworks,10BA0002530,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10MU0002531,Slight
,,,MINOR,Streetworks,10AA0002520,Slight
,,,MAJOR,Streetworks,10AA0002520,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002520,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002520,Slight
,,,MAJOR,Streetworks,10AA0002533,Slight
,,,MINOR,Streetworks,10AA0002533,Slight
,,,MAJOR,Streetworks,10AA0002533,Slight
,,,MAJOR,Streetworks,10BA0002613,Slight
,,,MINOR,Streetworks,10BA0002613,Serious
,,,MAJOR,Streetworks,10CA0002543,Slight
,,,MAJOR,Streetworks,10CA0002652,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0002652,Slight
,,,MAJOR,Streetworks,10CA0002652,Slight
,,,MAJOR,Streetworks,10MU0002547,Slight
,,,MAJOR,Streetworks,10AA0002579,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002535,Slight
,,,HIGHWAYS ACT PERMITS,Crane Operation,10BA0002535,Slight
,,,ROAD RESTRICTION,Streetworks,10CA0002596,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002609,Slight
,,,MINOR,Streetworks,10CA0002609,Slight
,,,MAJOR,Streetworks,10DA0002623,Serious
,,,MAJOR,Streetworks,10AA0002551,Slight
,,,MAJOR,Streetworks,10AA0002551,Slight
,,,ROAD RESTRICTION,Streetworks,10AA0002551,Slight
,,,MAJOR,Streetworks,10AA0002551,Serious
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0003461,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002624,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002622,Serious
,,,STANDARD,Streetworks,10BA0002584,Serious
,,,MINOR,Streetworks,10BA0002585,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0002594,Slight
,,,MINOR,Streetworks,10BA0002610,Slight
,,,MAJOR,Streetworks,10BA0002610,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10BA0002610,Slight
,,,STANDARD,Streetworks,10BA0002610,Slight
,,,STANDARD,Streetworks,10BA0003100,Slight
,,,MINOR,Streetworks,10CA0002597,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10CA0002617,Slight
,,,MINOR,Streetworks,10CA0002649,Slight
,,,MAJOR,Streetworks,10CA0002649,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10CA0002649,Serious
,,,MAJOR,Streetworks,10AA0002660,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002660,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10BA0002741,Serious
,,,MINOR,Streetworks,10AA0002863,Slight
,,,MAJOR,Streetworks,10BA0002631,Slight
,,,HIGHWAYS ACT PERMITS,Crane Operation,10BA0003585,Slight
,,,MAJOR,Streetworks,10BA0003585,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002708,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002708,Slight
,,,MINOR,Streetworks,10AA0002718,Slight
,,,MAJOR,Streetworks,10BA0002830,Serious
,,,MAJOR,Streetworks,10AA0002690,Slight
,,,HIGHWAYS ACT PERMITS,Crane Operation,10AA0002736,Slight
,,,STANDARD,Streetworks,10AA0002736,Slight
,,,HIGHWAYS ACT PERMITS,Building Licence,10AA0002736,Slight
,,,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,10AA0002736,Slight
,,,,,10BA0002693,Slight
,,,,,10BA0003376,Slight
,,,,,10BA0003376,Slight
,,,,,10CA0002731,Slight
,,,,,10CA0002735,Serious
,,,,,10CA0002738,Serious
,,,,,10CA0002787,Slight
,,,,,10CA0002814,Slight
,,,,,10MU0002737,Slight
,,,,,10AA0002745,Slight
,,,,,10CA0002727,Slight
,,,,,10BA0002809,Slight
,,,,,10BA0003816,Slight
,,,,,10BA0003816,Slight
,,,,,10BA0157603,Slight
,,,,,10BA0157603,Fatal
,,,,,10CA0002832,Slight
,,,,,10AA0002828,Slight
,,,,,10AA0002828,Serious
,,,,,10AA0003148,Slight
,,,,,10BA0002812,Slight
,,,,,10AA0002821,Slight
,,,,,10BA0002835,Slight
,,,,,10BA0002859,Slight
,,,,,10BA0002864,Slight
,,,,,10CA0002829,Slight
,,,,,10CA0160378,Fatal
,,,,,10AA0002817,Serious
,,,,,10AA0002907,Slight
,,,,,10CA0002881,Slight
,,,,,10CA0002883,Slight
,,,,,10AA0002877,Slight
,,,,,10AA0002877,Slight
,,,,,10AA0002909,Slight
,,,,,10BA0002987,Slight
,,,,,10CA0002851,Slight
,,,,,10CA0002898,Slight
,,,,,10CA0002898,Slight
,,,,,10CA0003077,Slight
,,,,,10AA0002892,Slight
,,,,,10AA0002911,Slight
,,,,,10AA0002933,Slight
,,,,,10AA0003106,Slight
,,,,,10BA0003171,Slight
,,,,,10BA0003171,Slight
,,,,,10BA0003460,Serious
,,,,,10CA0002912,Slight
,,,,,10CA0002944,Slight
,,,,,10CA0002979,Slight
,,,,,10AA0002998,Slight
,,,,,10BA0003368,Slight
,,,,,10CA0002928,Slight
,,,,,10CA0002949,Slight
,,,,,10CA0002997,Slight
,,,,,10CA0003045,Slight
,,,,,10DA0002964,Slight
,,,,,10DA0002964,Slight
,,,,,10BA0002939,Slight
,,,,,10BA0002977,Slight
,,,,,10BA0002977,Slight
,,,,,10BA0003001,Slight
,,,,,10BA0003001,Slight
,,,,,10BA0005780,Serious
,,,,,10CA0002954,Slight
,,,,,10CA0002954,Slight
,,,,,10CA0002954,Slight
,,,,,10CA0003659,Slight
,,,,,10AA0002993,Serious
,,,,,10BA0002983,Slight
,,,,,10BA0002983,Slight
,,,,,10BA0002983,Slight
,,,,,10MU0003046,Slight
,,,,,10AA0003007,Slight
,,,,,10AA0003012,Slight
,,,,,10AA0003024,Slight
,,,,,10AA0003098,Slight
,,,,,10AA0003098,Slight
,,,,,10BA0003088,Slight
,,,,,10CA0003006,Slight
,,,,,10CA0003061,Slight
,,,,,10CA0003061,Serious
,,,,,10CA0003192,Slight
,,,,,10AA0003042,Slight
,,,,,10BA0003067,Slight
,,,,,10BA0003097,Slight
,,,,,10BA0003097,Slight
,,,,,10BA0003123,Slight
,,,,,10BA0003123,Slight
,,,,,10BA0003123,Slight
,,,,,10BA0003124,Serious
,,,,,10CA0003055,Slight
,,,,,10CA0003105,Slight
,,,,,10CA0003231,Serious
,,,,,10AA0003064,Slight
,,,,,10AA0003326,Slight
,,,,,10AA0003326,Serious
,,,,,10BA0003108,Slight
,,,,,10CA0003109,Slight
,,,,,10CA0003239,Serious
,,,,,10CA0003307,Slight
,,,,,10CA0003307,Slight
,,,,,10MU0003215,Slight
,,,,,10AA0003102,Slight
,,,,,10AA0003116,Slight
,,,,,10AA0003116,Slight
,,,,,10BA0003908,Slight
,,,,,10BA0003908,Slight
,,,,,10CA0003198,Fatal
,,,,,10MU0003290,Slight
,,,,,10AA0003107,Slight
,,,,,10AA0003127,Slight
,,,,,10AA0003252,Slight
,,,,,10AA0003252,Slight
,,,,,10CA0003113,Slight
,,,,,10CA0003165,Slight
,,,,,10CA0003201,Slight
,,,,,10CA0003201,Slight
,,,,,10MU0003225,Slight
,,,,,10AA0003095,Slight
,,,,,10AA0003332,Slight
,,,,,10AA0003332,Slight
,,,,,10AA0003377,Slight
,,,,,10BA0003159,Slight
,,,,,10BA0004198,Serious
,,,,,10CA0003158,Slight
,,,,,10AA0003470,Slight
,,,,,10AA0003470,Slight
,,,,,10AA0003470,Slight
,,,,,10BA0003177,Slight
,,,,,10BA0003199,Slight
,,,,,10BA0003199,Slight
,,,,,10BA0003199,Slight
,,,,,10BA0003199,Slight
,,,,,10AA0003218,Slight
,,,,,10CA0003654,Slight
,,,,,10MU0003329,Slight
,,,,,10AA0003666,Slight
,,,,,10BA0003228,Slight
,,,,,10BA0003361,Slight
,,,,,10CA0003224,Slight
,,,,,10CA0003265,Slight
,,,,,10AA0003335,Slight
,,,,,10AA0003359,Serious
,,,,,10BA0003412,Slight
,,,,,10BA0003806,Slight
,,,,,10CA0003263,Slight
,,,,,10CA0003285,Slight
,,,,,10CA0003292,Slight
,,,,,10AA0003322,Serious
,,,,,10BA0003325,Serious
,,,,,10BA0003343,Slight
,,,,,10BA0003387,Slight
,,,,,10BA0003387,Slight
,,,,,10CA0003321,Slight
,,,,,10CA0003321,Slight
,,,,,10CA0003327,Slight
,,,,,10MU0003364,Slight
,,,,,10AA0003315,Slight
,,,,,10AA0003315,Slight
,,,,,10AA0003315,Slight
,,,,,10AA0003315,Slight
,,,,,10AA0003324,Slight
,,,,,10BA0003384,Slight
,,,,,10CA0003379,Slight
,,,,,10CA0003379,Slight
,,,,,10CA0003379,Slight
,,,,,10CA0003379,Slight
,,,,,10CA0003379,Slight
,,,,,10CA0003496,Slight
,,,,,10CA0003568,Slight
,,,,,10CA0003568,Slight
,,,,,10CA0003568,Slight
,,,,,10CA0003568,Slight
,,,,,10MU0003462,Slight
,,,,,10AA0003311,Slight
,,,,,10BA0003396,Slight
,,,,,10BA0003414,Slight
,,,,,10BA0003572,Serious
,,,,,10CA0003374,Serious
,,,,,10CA0004411,Slight
,,,,,10AA0003375,Slight
,,,,,10AA0003375,Slight
,,,,,10AA0003375,Slight
,,,,,10AA0003458,Slight
,,,,,10AA0003524,Slight
,,,,,10BA0003336,Slight
,,,,,10BA0003336,Serious
,,,,,10BA0003356,Slight
,,,,,10BA0003415,Slight
,,,,,10BA0003415,Serious
,,,,,10BA0003514,Slight
,,,,,10BA0003576,Slight
,,,,,10CA0003348,Serious
,,,,,10MU0003472,Slight
,,,,,10AA0003459,Slight
,,,,,10AA0003459,Slight
,,,,,10AA0003676,Slight
,,,,,10BA0003457,Slight
,,,,,10CA0003439,Slight
,,,,,10BA0196118,Fatal
,,,,,10CA0003477,Slight
,,,,,10CA0003477,Slight
,,,,,10CA0004300,Slight
,,,,,10AA0004038,Serious
,,,,,10AA0004041,Slight
,,,,,10BA0003538,Slight
,,,,,10BA0003560,Slight
,,,,,10CA0003522,Slight
,,,,,10CA0003547,Slight
,,,,,10AA0003504,Serious
,,,,,10AA0003646,Slight
,,,,,10AA0003646,Slight
,,,,,10BA0003535,Slight
,,,,,10BA0003535,Slight
,,,,,10BA0003561,Slight
,,,,,10BA0003584,Slight
,,,,,10BA0003584,Slight
,,,,,10CA0003605,Slight
,,,,,10CA0003732,Slight
,,,,,10CA0003732,Slight
,,,,,10AA0003603,Slight
,,,,,10AA0003603,Slight
,,,,,10AA0003603,Slight
,,,,,10BA0003515,Serious
,,,,,10BA0003569,Slight
,,,,,10BA0003569,Slight
,,,,,10CA0003577,Slight
,,,,,10CA0003611,Slight
,,,,,10AA0003579,Slight
,,,,,10AA0003579,Slight
,,,,,10AA0003579,Slight
,,,,,10BA0003587,Slight
,,,,,10BA0003616,Slight
,,,,,10AA0003635,Slight
,,,,,10AA0003660,Slight
,,,,,10CA0003639,Slight
,,,,,10CA0003730,Slight
,,,,,10CA0003733,Slight
,,,,,10AA0003618,Slight
,,,,,10AA0003650,Slight
,,,,,10AA0003657,Slight
,,,,,10AA0003663,Slight
,,,,,10AA0003678,Slight
,,,,,10BA0003765,Slight
,,,,,10CA0003679,Slight
,,,,,10AA0003692,Slight
,,,,,10AA0003720,Slight
,,,,,10AA0003741,Slight
,,,,,10AA0003869,Slight
,,,,,10BA0003658,Slight
,,,,,10BA0003658,Slight
,,,,,10BA0003658,Slight
,,,,,10BA0207610,Fatal
,,,,,10CA0003689,Slight
,,,,,10CA0003780,Slight
,,,,,10AA0004015,Slight
,,,,,10BA0003718,Slight
,,,,,10CA0003739,Slight
,,,,,10AA0003872,Slight
,,,,,10BA0003821,Serious
,,,,,10CA0003787,Slight
,,,,,10CA0003787,Slight
,,,,,10CA0003881,Slight
,,,,,10MU0003833,Serious
,,,,,10BA0003812,Slight
,,,,,10CA0003979,Slight
,,,,,10AA0003743,Slight
,,,,,10AA0003743,Slight
,,,,,10AA0004036,Slight
,,,,,10BA0003798,Serious
,,,,,10BA0003825,Slight
,,,,,10BA0003825,Slight
,,,,,10MU0003814,Slight
,,,,,10MU0003814,Slight
,,,,,10BA0003805,Slight
,,,,,10BA0003813,Slight
,,,,,10BA0003813,Slight
,,,,,10BA0003813,Slight
,,,,,10BA0003841,Slight
,,,,,10BA0003841,Slight
,,,,,10CA0003836,Slight
,,,,,10AA0003875,Slight
,,,,,10AA0003875,Slight
,,,,,10BA0003867,Serious
,,,,,10BA0003867,Slight
,,,,,10CA0003839,Slight
,,,,,10CA0003839,Slight
,,,,,10CA0003839,Slight
,,,,,10CA0003839,Slight
,,,,,10CA0003839,Slight
,,,,,10CA0003839,Slight
,,,,,10MU0004133,Slight
,,,,,10AA0003984,Slight
,,,,,10AA0004006,Slight
,,,,,10AA0004030,Slight
,,,,,10BA0003864,Slight
,,,,,10BA0003989,Slight
,,,,,10CA0003863,Slight
,,,,,10AA0003987,Slight
,,,,,10BA0003940,Slight
,,,,,10BA0003946,Slight
,,,,,10BA0003990,Slight
,,,,,10BA0003991,Slight
,,,,,10BA0004009,Slight
,,,,,10BA0004031,Slight
,,,,,10CA0003980,Slight
,,,,,10CA0004003,Slight
,,,,,10CA0004046,Slight
,,,,,10MU0004070,Slight
,,,,,10AA0003985,Slight
,,,,,10AA0004829,Slight
,,,,,10BA0003981,Slight
,,,,,10BA0004013,Slight
,,,,,10BA0004017,Slight
,,,,,10BA0004032,Slight
,,,,,10CA0003969,Slight
,,,,,10CA0003993,Slight
,,,,,10AA0003988,Slight
,,,,,10AA0003988,Slight
,,,,,10AA0003988,Slight
,,,,,10AA0003988,Slight
,,,,,10AA0005095,Slight
,,,,,10AA0005095,Slight
,,,,,10BA0003982,Slight
,,,,,10BA0003998,Slight
,,,,,10BA0003998,Slight
,,,,,10BA0003998,Slight
,,,,,10BA0004035,Slight
,,,,,10BA0004035,Slight
,,,,,10BA0004039,Slight
,,,,,10BA0004039,Slight
,,,,,10BA0004039,Slight
,,,,,10CA0003942,Slight
,,,,,10CA0003968,Slight
,,,,,10MU0005777,Slight
,,,,,10MU0005777,Slight
,,,,,10AA0003996,Slight
,,,,,10AA0003996,Slight
,,,,,10AA0004252,Slight
,,,,,10BA0004196,Slight
,,,,,10BA0004196,Slight
,,,,,10CA0003986,Slight
,,,,,10CA0004101,Slight
,,,,,10AA0003945,Slight
,,,,,10AA0004284,Slight
,,,,,10BA0004150,Slight
,,,,,10BA0004153,Slight
,,,,,10MU0004061,Slight
,,,,,10MU0004061,Slight
,,,,,10AA0004096,Slight
,,,,,10AA0004367,Slight
,,,,,10BA0004140,Slight
,,,,,10CA0004021,Slight
,,,,,10CA0004044,Slight
,,,,,10CA0004044,Slight
,,,,,10CA0004059,Slight
,,,,,10CA0004059,Slight
,,,,,10AA0004071,Slight
,,,,,10AA0005740,Slight
,,,,,10BA0004123,Slight
,,,,,10BA0004123,Slight
,,,,,10BA0004197,Slight
,,,,,10BA0004519,Slight
,,,,,10BA0004519,Slight
,,,,,10BA0004519,Slight
,,,,,10AA0004590,Slight
,,,,,10BA0004135,Slight
,,,,,10BA0004135,Slight
,,,,,10BA0004159,Slight
,,,,,10AA0004083,Slight
